Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;maxfirstDelivery;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime;MAX_OVERTIME;INTRA_ORDER_DELIVERY;INTER_ORDER_DELIVERY;FIRST_DEL_MAX_ARRIVAL;LOCAL_SEARCH;NO_SHIFT_LIMIT;TIME_LIMIT
2023-8-20;3:56:1;cq;20201126;2971;0;21260.1;19927.9;478.264;52.6015;0;132;0;0;7;3639086;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:6;cq;20201014;3471;0;21923.6;20821.2;91.4556;13.08;0;137;0;0;8;3607316;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:19;cq;20201106;3350.5;0;20692.3;19465;89.1779;17.3333;0;140;0;0;8;3620267;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:20;cq;20201110;3499.5;0;20857.7;19154.7;290.257;58.015;0;138;0;0;8;3621532;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:35;cq;20201113;3670.5;0;23631.2;22139.3;139.891;40.8217;0;144;0;0;8;3636547;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:38;cq;20201009;3229;0;17590.9;16023.3;11.1628;7.34167;0;128;0;0;8;3634254;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:38;cq;20201111;3437.5;0;23475;21919.9;36.2198;12.895;0;142;0;0;8;3639397;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:50;cq;20201120;3401.5;0;24113.6;22108.2;37.4821;11.7121;0;139;0;0;8;3651012;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:56;cq;20201102;3078.5;0;22180.2;21141.9;11.8594;5.35778;0;132;0;0;8;3655612;99999999;25;25;60;1;1;3600000
2023-8-20;3:56:57;cq;20201118;3541;0;20493.4;18988.6;184.375;36.459;0;139;0;0;8;3656301;99999999;25;25;60;1;1;3600000
2023-8-20;3:57:6;cq;20201030;3513;0;19554.5;17853.3;60.6071;19.9889;0;147;0;0;8;3666467;99999999;25;25;60;1;1;3600000
2023-8-20;3:57:38;cq;20201112;3684.5;0;23345.3;21848.8;15.0918;4.91889;0;142;0;0;8;3627537;99999999;25;25;60;1;1;3600000
2023-8-20;3:58:59;cq;20201006;3739.5;0;25789;24289.3;40.0306;13.0533;0;136;0;0;8;3636367;99999999;25;25;60;1;1;3600000
2023-8-20;3:59:4;cq;20201029;3946.5;0;24611.5;22667.1;120.843;24.5583;0;149;0;0;8;3636665;99999999;25;25;60;1;1;3600000
2023-8-20;4:0:2;cq;20201104;3953.5;0;25662.5;24123.5;239.073;40.295;0;148;0;0;8;3691799;99999999;25;25;60;1;1;3600000
2023-8-20;4:6:1;cq;20201107;333.5;0;769.787;491.738;0;0;3;18;0;0;2;3605597;99999999;5;25;60;1;1;3600000
2023-8-20;4:6:2;cq;20201121;226.5;0;1243.55;958.349;0;0;0;13;0;0;1;3606716;99999999;5;25;60;1;1;3600000
